"event","quarter","id","industry","bin","p","time","Year","Quarter","resolution","realization","binL","binH","binValue"
1971,1,44,"#N/A",1,0.2,1970.125,1970,4,1,1,1,1,1
1971,5,44,"#N/A",1,1,1970.999,1970,4,2,1,1,1,1
1971.75,1,44,"#N/A",1,0.5,1971.125,NA,NA,1,NA,1,1,1
1971.75,2,44,"#N/A",1,0.35,1971.375,NA,NA,1,NA,1,1,1
1971.75,3,44,"#N/A",1,0.1,1971.625,NA,NA,1,NA,1,1,1
1972.25,1,44,"#N/A",1,0.1,1971.125,NA,NA,1,NA,1,1,1
1972.25,2,44,"#N/A",1,0.1,1971.375,NA,NA,1,NA,1,1,1
1972.25,1,44,"#N/A",1,0.1,1972.125,NA,NA,1,NA,1,1,1
1972.5,2,44,"#N/A",1,0.1,1971.375,NA,NA,1,NA,1,1,1
1972.5,1,44,"#N/A",1,0.1,1972.125,NA,NA,1,NA,1,1,1
1972.75,1,44,"#N/A",1,0.1,1972.125,NA,NA,1,NA,1,1,1
1973,1,44,"#N/A",1,0.1,1972.125,NA,NA,1,NA,1,1,1
1973.25,1,44,"#N/A",1,0.1,1972.125,NA,NA,1,NA,1,1,1
1973.75,4,44,"#N/A",1,0.1,1972.875,1973,3,1,1,1,1,1
1973.75,1,44,"#N/A",1,0.1,1973.125,1973,3,1,1,1,1,1
1973.75,5,44,"#N/A",1,1,1973.749,1973,3,2,1,1,1,1
1974,4,44,"#N/A",1,0.2,1972.875,NA,NA,1,NA,1,1,1
1974,1,44,"#N/A",1,0.2,1973.125,NA,NA,1,NA,1,1,1
1974,2,44,"#N/A",1,0.05,1973.375,NA,NA,1,NA,1,1,1
1974.25,1,44,"#N/A",1,0.3,1973.125,1974,1,1,1,1,1,1
1974.25,2,44,"#N/A",1,0.2,1973.375,1974,1,1,1,1,1,1
1974.25,1,44,"#N/A",1,0.8,1974.125,1974,1,1,1,1,1,1
1974.25,5,44,"#N/A",1,1,1974.249,1974,1,2,1,1,1,1
1974.5,2,44,"#N/A",1,0.75,1973.375,NA,NA,1,NA,1,1,1
1974.5,1,44,"#N/A",1,0.5,1974.125,NA,NA,1,NA,1,1,1
1974.5,2,44,"#N/A",1,0.45,1974.375,NA,NA,1,NA,1,1,1
1974.75,1,44,"#N/A",1,0.25,1974.125,1974,3,1,1,1,1,1
1974.75,2,44,"#N/A",1,0.3,1974.375,1974,3,1,1,1,1,1
1974.75,3,44,"#N/A",1,0.5,1974.625,1974,3,1,1,1,1,1
1974.75,5,44,"#N/A",1,1,1974.749,1974,3,2,1,1,1,1
1975,1,44,"#N/A",1,0.1,1974.125,1974,4,1,1,1,1,1
1975,2,44,"#N/A",1,0.25,1974.375,1974,4,1,1,1,1,1
1975,3,44,"#N/A",1,0.4,1974.625,1974,4,1,1,1,1,1
1975,4,44,"#N/A",1,1,1974.875,1974,4,1,1,1,1,1
1975,5,44,"#N/A",1,1,1974.999,1974,4,2,1,1,1,1
1975.25,1,44,"#N/A",1,0.05,1974.125,1975,1,1,1,1,1,1
1975.25,2,44,"#N/A",1,0.2,1974.375,1975,1,1,1,1,1,1
1975.25,3,44,"#N/A",1,0.2,1974.625,1975,1,1,1,1,1,1
1975.25,4,44,"#N/A",1,0.75,1974.875,1975,1,1,1,1,1,1
1975.25,1,44,"#N/A",1,1,1975.125,1975,1,1,1,1,1,1
1975.25,5,44,"#N/A",1,1,1975.249,1975,1,2,1,1,1,1
1975.5,2,44,"#N/A",1,0.2,1974.375,NA,NA,1,NA,1,1,1
1975.5,3,44,"#N/A",1,0.1,1974.625,NA,NA,1,NA,1,1,1
1975.5,4,44,"#N/A",1,0.4,1974.875,NA,NA,1,NA,1,1,1
1975.5,1,44,"#N/A",1,0.65,1975.125,NA,NA,1,NA,1,1,1
1975.5,2,44,"#N/A",1,0.5,1975.375,NA,NA,1,NA,1,1,1
1975.75,4,44,"#N/A",1,0.3,1974.875,NA,NA,1,NA,1,1,1
1975.75,1,44,"#N/A",1,0.35,1975.125,NA,NA,1,NA,1,1,1
1975.75,2,44,"#N/A",1,0.1,1975.375,NA,NA,1,NA,1,1,1
1975.75,3,44,"#N/A",1,0.2,1975.625,NA,NA,1,NA,1,1,1
1976,4,44,"#N/A",1,0.2,1974.875,NA,NA,1,NA,1,1,1
1976,1,44,"#N/A",1,0.25,1975.125,NA,NA,1,NA,1,1,1
1976,3,44,"#N/A",1,0.1,1975.625,NA,NA,1,NA,1,1,1
1976.25,1,44,"#N/A",1,0.1,1975.125,NA,NA,1,NA,1,1,1
1976.25,4,44,"#N/A",1,0.1,1975.875,NA,NA,1,NA,1,1,1
1976.5,4,44,"#N/A",1,0.15,1975.875,NA,NA,1,NA,1,1,1
1976.5,1,44,"#N/A",1,0.05,1976.125,NA,NA,1,NA,1,1,1
1976.75,4,44,"#N/A",1,0.2,1975.875,NA,NA,1,NA,1,1,1
1976.75,1,44,"#N/A",1,0.05,1976.125,NA,NA,1,NA,1,1,1
1977,4,44,"#N/A",1,0.2,1975.875,NA,NA,1,NA,1,1,1
1977,1,44,"#N/A",1,0.1,1976.125,NA,NA,1,NA,1,1,1
1977.25,1,44,"#N/A",1,0.15,1976.125,NA,NA,1,NA,1,1,1
1978,2,44,"#N/A",1,0.1,1977.375,1977,4,1,1,1,1,1
1978,4,44,"#N/A",1,0.1,1977.875,1977,4,1,1,1,1,1
1978,5,44,"#N/A",1,1,1977.999,1977,4,2,1,1,1,1
1978.25,2,44,"#N/A",1,0.2,1977.375,NA,NA,1,NA,1,1,1
1978.25,4,44,"#N/A",1,0.1,1977.875,NA,NA,1,NA,1,1,1
1978.5,2,44,"#N/A",1,0.3,1977.375,NA,NA,1,NA,1,1,1
1978.5,4,44,"#N/A",1,0.1,1977.875,NA,NA,1,NA,1,1,1
1978.75,4,44,"#N/A",1,0.2,1977.875,NA,NA,1,NA,1,1,1
1979,4,44,"#N/A",1,0.2,1977.875,NA,NA,1,NA,1,1,1
1979,2,44,"#N/A",1,0.1,1978.375,NA,NA,1,NA,1,1,1
1979.25,2,44,"#N/A",1,0.1,1978.375,NA,NA,1,NA,1,1,1
1979.5,2,44,"#N/A",1,0.3,1978.375,NA,NA,1,NA,1,1,1
1979.5,1,44,"#N/A",1,0.3,1979.125,NA,NA,1,NA,1,1,1
1979.75,1,44,"#N/A",1,0.55,1979.125,NA,NA,1,NA,1,1,1
1979.75,3,44,"#N/A",1,0.65,1979.625,NA,NA,1,NA,1,1,1
1980,1,44,"#N/A",1,0.65,1979.125,NA,NA,1,NA,1,1,1
1980,3,44,"#N/A",1,0.65,1979.625,NA,NA,1,NA,1,1,1
1980,4,44,"#N/A",1,0.6,1979.875,NA,NA,1,NA,1,1,1
1980.25,1,44,"#N/A",1,0.45,1979.125,NA,NA,1,NA,1,1,1
1980.25,3,44,"#N/A",1,0.5,1979.625,NA,NA,1,NA,1,1,1
1980.25,4,44,"#N/A",1,0.75,1979.875,NA,NA,1,NA,1,1,1
1980.25,1,44,"#N/A",1,0.3,1980.125,NA,NA,1,NA,1,1,1
1980.5,3,44,"#N/A",1,0.35,1979.625,1980,2,1,1,1,1,1
1980.5,4,44,"#N/A",1,0.8,1979.875,1980,2,1,1,1,1,1
1980.5,1,44,"#N/A",1,0.65,1980.125,1980,2,1,1,1,1,1
1980.5,2,44,"#N/A",1,0.99,1980.375,1980,2,1,1,1,1,1
1980.5,5,44,"#N/A",1,1,1980.499,1980,2,2,1,1,1,1
1980.75,3,44,"#N/A",1,0.2,1979.625,1980,3,1,1,1,1,1
1980.75,4,44,"#N/A",1,0.5,1979.875,1980,3,1,1,1,1,1
1980.75,1,44,"#N/A",1,0.75,1980.125,1980,3,1,1,1,1,1
1980.75,2,44,"#N/A",1,0.99,1980.375,1980,3,1,1,1,1,1
1980.75,5,44,"#N/A",1,1,1980.749,1980,3,2,1,1,1,1
1981,4,44,"#N/A",1,0.3,1979.875,NA,NA,1,NA,1,1,1
1981,1,44,"#N/A",1,0.45,1980.125,NA,NA,1,NA,1,1,1
1981,2,44,"#N/A",1,0.75,1980.375,NA,NA,1,NA,1,1,1
1981,4,44,"#N/A",1,0.05,1980.875,NA,NA,1,NA,1,1,1
1981.25,1,44,"#N/A",1,0.35,1980.125,NA,NA,1,NA,1,1,1
1981.25,2,44,"#N/A",1,0.25,1980.375,NA,NA,1,NA,1,1,1
1981.25,4,44,"#N/A",1,0.25,1980.875,NA,NA,1,NA,1,1,1
1981.25,1,44,"#N/A",1,0.25,1981.125,NA,NA,1,NA,1,1,1
1981.5,2,44,"#N/A",1,0.1,1980.375,1981,2,1,1,1,1,1
1981.5,4,44,"#N/A",1,0.25,1980.875,1981,2,1,1,1,1,1
1981.5,1,44,"#N/A",1,0.5,1981.125,1981,2,1,1,1,1,1
1981.5,5,44,"#N/A",1,1,1981.499,1981,2,2,1,1,1,1
1981.75,4,44,"#N/A",1,0.2,1980.875,NA,NA,1,NA,1,1,1
1981.75,1,44,"#N/A",1,0.4,1981.125,NA,NA,1,NA,1,1,1
1982,4,44,"#N/A",1,0.2,1980.875,1981,4,1,1,1,1,1
1982,1,44,"#N/A",1,0.25,1981.125,1981,4,1,1,1,1,1
1982,4,44,"#N/A",1,0.7,1981.875,1981,4,1,1,1,1,1
1982,5,44,"#N/A",1,1,1981.999,1981,4,2,1,1,1,1
1982.25,1,44,"#N/A",1,0.1,1981.125,1982,1,1,1,1,1,1
1982.25,4,44,"#N/A",1,0.3,1981.875,1982,1,1,1,1,1,1
1982.25,5,44,"#N/A",1,1,1982.249,1982,1,2,1,1,1,1
1982.5,4,44,"#N/A",1,0.2,1981.875,NA,NA,1,NA,1,1,1
1982.75,4,44,"#N/A",1,0.05,1981.875,1982,3,1,1,1,1,1
1982.75,5,44,"#N/A",1,1,1982.749,1982,3,2,1,1,1,1
1984.5,4,44,"#N/A",1,0.05,1983.875,NA,NA,1,NA,1,1,1
1984.75,4,44,"#N/A",1,0.05,1983.875,NA,NA,1,NA,1,1,1
1985,4,44,"#N/A",1,0.1,1983.875,NA,NA,1,NA,1,1,1
1985.5,1,44,"#N/A",1,0.1,1985.125,NA,NA,1,NA,1,1,1
1985.75,1,44,"#N/A",1,0.1,1985.125,NA,NA,1,NA,1,1,1
1986,1,44,"#N/A",1,0.15,1985.125,NA,NA,1,NA,1,1,1
1986.25,1,44,"#N/A",1,0.25,1985.125,NA,NA,1,NA,1,1,1
1986.5,1,44,"#N/A",1,0.05,1986.125,NA,NA,1,NA,1,1,1
1986.75,1,44,"#N/A",1,0.1,1986.125,NA,NA,1,NA,1,1,1
1986.75,2,44,"#N/A",1,0.05,1986.375,NA,NA,1,NA,1,1,1
1987,1,44,"#N/A",1,0.1,1986.125,NA,NA,1,NA,1,1,1
1987,2,44,"#N/A",1,0.1,1986.375,NA,NA,1,NA,1,1,1
1987.25,1,44,"#N/A",1,0.15,1986.125,NA,NA,1,NA,1,1,1
1987.25,2,44,"#N/A",1,0.15,1986.375,NA,NA,1,NA,1,1,1
1987.5,2,44,"#N/A",1,0.25,1986.375,NA,NA,1,NA,1,1,1
1987.5,2,44,"#N/A",1,0.05,1987.375,NA,NA,1,NA,1,1,1
1987.75,2,44,"#N/A",1,0.05,1987.375,NA,NA,1,NA,1,1,1
1987.75,3,44,"#N/A",1,0.05,1987.625,NA,NA,1,NA,1,1,1
1988,2,44,"#N/A",1,0.1,1987.375,NA,NA,1,NA,1,1,1
1988,3,44,"#N/A",1,0.05,1987.625,NA,NA,1,NA,1,1,1
1988.25,2,44,"#N/A",1,0.1,1987.375,NA,NA,1,NA,1,1,1
1988.25,3,44,"#N/A",1,0.1,1987.625,NA,NA,1,NA,1,1,1
1988.25,1,44,"#N/A",1,0.1,1988.125,NA,NA,1,NA,1,1,1
1988.5,2,44,"#N/A",1,0.15,1987.375,NA,NA,1,NA,1,1,1
1988.5,3,44,"#N/A",1,0.15,1987.625,NA,NA,1,NA,1,1,1
1988.5,1,44,"#N/A",1,0.1,1988.125,NA,NA,1,NA,1,1,1
1988.5,2,44,"#N/A",1,0.1,1988.375,NA,NA,1,NA,1,1,1
1988.75,3,44,"#N/A",1,0.15,1987.625,NA,NA,1,NA,1,1,1
1988.75,1,44,"#N/A",1,0.05,1988.125,NA,NA,1,NA,1,1,1
1988.75,2,44,"#N/A",1,0.1,1988.375,NA,NA,1,NA,1,1,1
1988.75,3,44,"#N/A",1,0.05,1988.625,NA,NA,1,NA,1,1,1
1989,1,44,"#N/A",1,0.05,1988.125,NA,NA,1,NA,1,1,1
1989,2,44,"#N/A",1,0.05,1988.375,NA,NA,1,NA,1,1,1
1989,3,44,"#N/A",1,0.05,1988.625,NA,NA,1,NA,1,1,1
1989,4,44,"#N/A",1,0.05,1988.875,NA,NA,1,NA,1,1,1
1989.25,1,44,"#N/A",1,0.05,1988.125,NA,NA,1,NA,1,1,1
1989.25,2,44,"#N/A",1,0.05,1988.375,NA,NA,1,NA,1,1,1
1989.25,3,44,"#N/A",1,0.1,1988.625,NA,NA,1,NA,1,1,1
1989.25,4,44,"#N/A",1,0.05,1988.875,NA,NA,1,NA,1,1,1
1989.5,2,44,"#N/A",1,0.05,1988.375,NA,NA,1,NA,1,1,1
1989.5,3,44,"#N/A",1,0.15,1988.625,NA,NA,1,NA,1,1,1
1989.5,4,44,"#N/A",1,0.05,1988.875,NA,NA,1,NA,1,1,1
1989.5,2,44,"#N/A",1,0.05,1989.375,NA,NA,1,NA,1,1,1
1989.75,3,44,"#N/A",1,0.15,1988.625,NA,NA,1,NA,1,1,1
1989.75,4,44,"#N/A",1,0.1,1988.875,NA,NA,1,NA,1,1,1
1989.75,2,44,"#N/A",1,0.1,1989.375,NA,NA,1,NA,1,1,1
1990,4,44,"#N/A",1,0.15,1988.875,NA,NA,1,NA,1,1,1
1990,2,44,"#N/A",1,0.15,1989.375,NA,NA,1,NA,1,1,1
1990,4,44,"#N/A",1,0.1,1989.875,NA,NA,1,NA,1,1,1
1990.25,2,44,"#N/A",1,0.2,1989.375,NA,NA,1,NA,1,1,1
1990.25,4,44,"#N/A",1,0.15,1989.875,NA,NA,1,NA,1,1,1
1990.25,1,44,"#N/A",1,0.15,1990.125,NA,NA,1,NA,1,1,1
1990.5,2,44,"#N/A",1,0.05,1989.375,NA,NA,1,NA,1,1,1
1990.5,4,44,"#N/A",1,0.25,1989.875,NA,NA,1,NA,1,1,1
1990.5,1,44,"#N/A",1,0.25,1990.125,NA,NA,1,NA,1,1,1
1990.75,4,44,"#N/A",1,0.3,1989.875,1990,3,1,1,1,1,1
1990.75,1,44,"#N/A",1,0.15,1990.125,1990,3,1,1,1,1,1
1990.75,5,44,"#N/A",1,1,1990.749,1990,3,2,1,1,1,1
1991,4,44,"#N/A",1,0.1,1989.875,1990,4,1,1,1,1,1
1991,1,44,"#N/A",1,0.1,1990.125,1990,4,1,1,1,1,1
1991,5,44,"#N/A",1,1,1990.999,1990,4,2,1,1,1,1
1991.25,1,44,"#N/A",1,0.1,1990.125,1991,1,1,1,1,1,1
1991.25,5,44,"#N/A",1,1,1991.249,1991,1,2,1,1,1,1
1969.25,4,45,"#N/A",1,0.3,1968.875,NA,NA,1,NA,1,1,1
1969.5,4,45,"#N/A",1,0.4,1968.875,NA,NA,1,NA,1,1,1
1969.75,4,45,"#N/A",1,0.25,1968.875,NA,NA,1,NA,1,1,1
1970,4,45,"#N/A",1,0.2,1968.875,1969,4,1,1,1,1,1
1970,2,45,"#N/A",1,0.3,1969.375,1969,4,1,1,1,1,1
1970,5,45,"#N/A",1,1,1969.999,1969,4,2,1,1,1,1
1970.25,2,45,"#N/A",1,0.4,1969.375,1970,1,1,1,1,1,1
1970.25,1,45,"#N/A",1,0.8,1970.125,1970,1,1,1,1,1,1
1970.25,5,45,"#N/A",1,1,1970.249,1970,1,2,1,1,1,1
1970.5,2,45,"#N/A",1,0.5,1969.375,NA,NA,1,NA,1,1,1
1970.5,1,45,"#N/A",1,0.5,1970.125,NA,NA,1,NA,1,1,1
1970.75,1,45,"#N/A",1,0.3,1970.125,NA,NA,1,NA,1,1,1
1971,1,45,"#N/A",1,0.1,1970.125,1970,4,1,1,1,1,1
1971,5,45,"#N/A",1,1,1970.999,1970,4,2,1,1,1,1
1969,4,46,"#N/A",1,0.05,1968.875,NA,NA,1,NA,1,1,1
1969.25,4,46,"#N/A",1,0.4,1968.875,NA,NA,1,NA,1,1,1
1969.25,1,46,"#N/A",1,0.1,1969.125,NA,NA,1,NA,1,1,1
1969.5,4,46,"#N/A",1,0.4,1968.875,NA,NA,1,NA,1,1,1
1969.5,1,46,"#N/A",1,0.3,1969.125,NA,NA,1,NA,1,1,1
1969.75,4,46,"#N/A",1,0.2,1968.875,NA,NA,1,NA,1,1,1
1969.75,1,46,"#N/A",1,0.15,1969.125,NA,NA,1,NA,1,1,1
1970,4,46,"#N/A",1,0.15,1968.875,1969,4,1,1,1,1,1
1970,1,46,"#N/A",1,0.1,1969.125,1969,4,1,1,1,1,1
1970,2,46,"#N/A",1,0.2,1969.375,1969,4,1,1,1,1,1
1970,3,46,"#N/A",1,0.5,1969.625,1969,4,1,1,1,1,1
1970,4,46,"#N/A",1,0.1,1969.875,1969,4,1,1,1,1,1
1970,5,46,"#N/A",1,1,1969.999,1969,4,2,1,1,1,1
1970.25,2,46,"#N/A",1,0.2,1969.375,1970,1,1,1,1,1,1
1970.25,3,46,"#N/A",1,0.5,1969.625,1970,1,1,1,1,1,1
1970.25,4,46,"#N/A",1,0.7,1969.875,1970,1,1,1,1,1,1
1970.25,1,46,"#N/A",1,0.6,1970.125,1970,1,1,1,1,1,1
1970.25,5,46,"#N/A",1,1,1970.249,1970,1,2,1,1,1,1
1970.5,2,46,"#N/A",1,0.2,1969.375,NA,NA,1,NA,1,1,1
1970.5,3,46,"#N/A",1,0.2,1969.625,NA,NA,1,NA,1,1,1
1970.5,4,46,"#N/A",1,0.5,1969.875,NA,NA,1,NA,1,1,1
1970.5,1,46,"#N/A",1,0.7,1970.125,NA,NA,1,NA,1,1,1
1970.5,2,46,"#N/A",1,0.5,1970.375,NA,NA,1,NA,1,1,1
1970.75,4,46,"#N/A",1,0.1,1969.875,NA,NA,1,NA,1,1,1
1970.75,1,46,"#N/A",1,0.4,1970.125,NA,NA,1,NA,1,1,1
1970.75,2,46,"#N/A",1,0.5,1970.375,NA,NA,1,NA,1,1,1
1970.75,3,46,"#N/A",1,0.5,1970.625,NA,NA,1,NA,1,1,1
1971,1,46,"#N/A",1,0.1,1970.125,1970,4,1,1,1,1,1
1971,2,46,"#N/A",1,0.1,1970.375,1970,4,1,1,1,1,1
1971,3,46,"#N/A",1,0.5,1970.625,1970,4,1,1,1,1,1
1971,4,46,"#N/A",1,0.9,1970.875,1970,4,1,1,1,1,1
1971,5,46,"#N/A",1,1,1970.999,1970,4,2,1,1,1,1
1971.25,3,46,"#N/A",1,0.1,1970.625,NA,NA,1,NA,1,1,1
1971.75,4,46,"#N/A",1,0.25,1970.875,NA,NA,1,NA,1,1,1
1971.75,1,46,"#N/A",1,0.2,1971.125,NA,NA,1,NA,1,1,1
1972,4,46,"#N/A",1,0.1,1970.875,NA,NA,1,NA,1,1,1
1972.25,3,46,"#N/A",1,0.1,1971.625,NA,NA,1,NA,1,1,1
1972.5,3,46,"#N/A",1,0.1,1971.625,NA,NA,1,NA,1,1,1
1972.5,4,46,"#N/A",1,0.1,1971.875,NA,NA,1,NA,1,1,1
1972.75,3,46,"#N/A",1,0.1,1971.625,NA,NA,1,NA,1,1,1
1972.75,4,46,"#N/A",1,0.1,1971.875,NA,NA,1,NA,1,1,1
1973,4,46,"#N/A",1,0.1,1971.875,NA,NA,1,NA,1,1,1
1973,2,46,"#N/A",1,0.1,1972.375,NA,NA,1,NA,1,1,1
1973.25,2,46,"#N/A",1,0.1,1972.375,NA,NA,1,NA,1,1,1
1973.25,3,46,"#N/A",1,0.1,1972.625,NA,NA,1,NA,1,1,1
1973.5,2,46,"#N/A",1,0.1,1972.375,NA,NA,1,NA,1,1,1
1973.5,3,46,"#N/A",1,0.1,1972.625,NA,NA,1,NA,1,1,1
1973.75,3,46,"#N/A",1,0.2,1972.625,1973,3,1,1,1,1,1
1973.75,4,46,"#N/A",1,0.1,1972.875,1973,3,1,1,1,1,1
1973.75,5,46,"#N/A",1,1,1973.749,1973,3,2,1,1,1,1
1974,4,46,"#N/A",1,0.1,1972.875,NA,NA,1,NA,1,1,1
1974,1,46,"#N/A",1,0.05,1973.125,NA,NA,1,NA,1,1,1
1974.25,1,46,"#N/A",1,0.05,1973.125,1974,1,1,1,1,1,1
1974.25,4,46,"#N/A",1,0.4,1973.875,1974,1,1,1,1,1,1
1974.25,1,46,"#N/A",1,0.95,1974.125,1974,1,1,1,1,1,1
1974.25,5,46,"#N/A",1,1,1974.249,1974,1,2,1,1,1,1
1974.5,3,46,"#N/A",1,0.3,1973.625,NA,NA,1,NA,1,1,1
1974.5,4,46,"#N/A",1,0.4,1973.875,NA,NA,1,NA,1,1,1
1974.5,1,46,"#N/A",1,0.5,1974.125,NA,NA,1,NA,1,1,1
1974.75,3,46,"#N/A",1,0.3,1973.625,1974,3,1,1,1,1,1
1974.75,4,46,"#N/A",1,0.2,1973.875,1974,3,1,1,1,1,1
1974.75,1,46,"#N/A",1,0.2,1974.125,1974,3,1,1,1,1,1
1974.75,2,46,"#N/A",1,0.25,1974.375,1974,3,1,1,1,1,1
1974.75,3,46,"#N/A",1,0.4,1974.625,1974,3,1,1,1,1,1
1974.75,5,46,"#N/A",1,1,1974.749,1974,3,2,1,1,1,1
1975,4,46,"#N/A",1,0.2,1973.875,1974,4,1,1,1,1,1
1975,1,46,"#N/A",1,0.1,1974.125,1974,4,1,1,1,1,1
1975,2,46,"#N/A",1,0.1,1974.375,1974,4,1,1,1,1,1
1975,3,46,"#N/A",1,0.4,1974.625,1974,4,1,1,1,1,1
1975,4,46,"#N/A",1,0.99,1974.875,1974,4,1,1,1,1,1
1975,5,46,"#N/A",1,1,1974.999,1974,4,2,1,1,1,1
1975.25,1,46,"#N/A",1,0.1,1974.125,1975,1,1,1,1,1,1
1975.25,2,46,"#N/A",1,0.1,1974.375,1975,1,1,1,1,1,1
1975.25,3,46,"#N/A",1,0.2,1974.625,1975,1,1,1,1,1,1
1975.25,4,46,"#N/A",1,0.6,1974.875,1975,1,1,1,1,1,1
1975.25,1,46,"#N/A",1,0.95,1975.125,1975,1,1,1,1,1,1
1975.25,5,46,"#N/A",1,1,1975.249,1975,1,2,1,1,1,1
1975.5,2,46,"#N/A",1,0.1,1974.375,NA,NA,1,NA,1,1,1
1975.5,3,46,"#N/A",1,0.1,1974.625,NA,NA,1,NA,1,1,1
1975.5,4,46,"#N/A",1,0.4,1974.875,NA,NA,1,NA,1,1,1
1975.5,1,46,"#N/A",1,0.4,1975.125,NA,NA,1,NA,1,1,1
1975.75,4,46,"#N/A",1,0.1,1974.875,NA,NA,1,NA,1,1,1
1975.75,1,46,"#N/A",1,0.2,1975.125,NA,NA,1,NA,1,1,1
1976,4,46,"#N/A",1,0.1,1974.875,NA,NA,1,NA,1,1,1
1976,1,46,"#N/A",1,0.1,1975.125,NA,NA,1,NA,1,1,1
1976,4,46,"#N/A",1,0.05,1975.875,NA,NA,1,NA,1,1,1
1976.25,1,46,"#N/A",1,0.1,1975.125,NA,NA,1,NA,1,1,1
1976.25,4,46,"#N/A",1,0.05,1975.875,NA,NA,1,NA,1,1,1
1976.25,1,46,"#N/A",1,0.01,1976.125,NA,NA,1,NA,1,1,1
1976.5,4,46,"#N/A",1,0.05,1975.875,NA,NA,1,NA,1,1,1
1976.5,1,46,"#N/A",1,0.01,1976.125,NA,NA,1,NA,1,1,1
1976.75,4,46,"#N/A",1,0.1,1975.875,NA,NA,1,NA,1,1,1
1976.75,1,46,"#N/A",1,0.01,1976.125,NA,NA,1,NA,1,1,1
1977,4,46,"#N/A",1,0.15,1975.875,NA,NA,1,NA,1,1,1
1977,1,46,"#N/A",1,0.01,1976.125,NA,NA,1,NA,1,1,1
1977.25,1,46,"#N/A",1,0.01,1976.125,NA,NA,1,NA,1,1,1
1982.5,2,46,"#N/A",1,0.4,1982.375,NA,NA,1,NA,1,1,1
1982.75,2,46,"#N/A",1,0.3,1982.375,1982,3,1,1,1,1,1
1982.75,5,46,"#N/A",1,1,1982.749,1982,3,2,1,1,1,1
1983,2,46,"#N/A",1,0.2,1982.375,NA,NA,1,NA,1,1,1
1983,4,46,"#N/A",1,0.45,1982.875,NA,NA,1,NA,1,1,1
1983.25,2,46,"#N/A",1,0.2,1982.375,NA,NA,1,NA,1,1,1
1983.25,4,46,"#N/A",1,0.45,1982.875,NA,NA,1,NA,1,1,1
1983.5,2,46,"#N/A",1,0.3,1982.375,NA,NA,1,NA,1,1,1
1983.5,4,46,"#N/A",1,0.4,1982.875,NA,NA,1,NA,1,1,1
1983.75,4,46,"#N/A",1,0.4,1982.875,NA,NA,1,NA,1,1,1
1984,4,46,"#N/A",1,0.25,1982.875,NA,NA,1,NA,1,1,1
1969.75,2,47,"#N/A",1,0.05,1969.375,NA,NA,1,NA,1,1,1
1970,2,47,"#N/A",1,0.15,1969.375,1969,4,1,1,1,1,1
1970,3,47,"#N/A",1,0.01,1969.625,1969,4,1,1,1,1,1
1970,4,47,"#N/A",1,0.67,1969.875,1969,4,1,1,1,1,1
1970,5,47,"#N/A",1,1,1969.999,1969,4,2,1,1,1,1
1970.25,2,47,"#N/A",1,0.35,1969.375,1970,1,1,1,1,1,1
1970.25,3,47,"#N/A",1,0.01,1969.625,1970,1,1,1,1,1,1
1970.25,4,47,"#N/A",1,0.67,1969.875,1970,1,1,1,1,1,1
1970.25,5,47,"#N/A",1,1,1970.249,1970,1,2,1,1,1,1
1970.5,2,47,"#N/A",1,0.6,1969.375,NA,NA,1,NA,1,1,1
1970.5,3,47,"#N/A",1,0.01,1969.625,NA,NA,1,NA,1,1,1
1970.5,4,47,"#N/A",1,0.33,1969.875,NA,NA,1,NA,1,1,1
1970.75,4,47,"#N/A",1,0.2,1969.875,NA,NA,1,NA,1,1,1
1971,4,47,"#N/A",1,0.1,1969.875,1970,4,1,1,1,1,1
1971,5,47,"#N/A",1,1,1970.999,1970,4,2,1,1,1,1
1974.25,1,47,"#N/A",1,0.5,1974.125,1974,1,1,1,1,1,1
1974.25,5,47,"#N/A",1,1,1974.249,1974,1,2,1,1,1,1
1974.5,1,47,"#N/A",1,0.5,1974.125,NA,NA,1,NA,1,1,1
1974.75,1,47,"#N/A",1,0.15,1974.125,1974,3,1,1,1,1,1
1974.75,3,47,"#N/A",1,0.1,1974.625,1974,3,1,1,1,1,1
1974.75,5,47,"#N/A",1,1,1974.749,1974,3,2,1,1,1,1
1975,5,47,"#N/A",1,1,1974.999,1974,4,2,1,1,1,1
1975.25,1,47,"#N/A",1,1,1975.125,1975,1,1,1,1,1,1
1975.25,5,47,"#N/A",1,1,1975.249,1975,1,2,1,1,1,1
1975.5,1,47,"#N/A",1,0.75,1975.125,NA,NA,1,NA,1,1,1
1975.5,2,47,"#N/A",1,0.75,1975.375,NA,NA,1,NA,1,1,1
1975.75,1,47,"#N/A",1,0.1,1975.125,NA,NA,1,NA,1,1,1
1975.75,2,47,"#N/A",1,0.2,1975.375,NA,NA,1,NA,1,1,1
1976,1,47,"#N/A",1,0.1,1975.125,NA,NA,1,NA,1,1,1
1978,5,47,"#N/A",1,1,1977.999,1977,4,2,1,1,1,1
1979,1,47,"#N/A",1,0.1,1978.125,NA,NA,1,NA,1,1,1
1979,3,47,"#N/A",1,0.05,1978.625,NA,NA,1,NA,1,1,1
1979.25,1,47,"#N/A",1,0.15,1978.125,NA,NA,1,NA,1,1,1
1979.25,3,47,"#N/A",1,0.1,1978.625,NA,NA,1,NA,1,1,1
